,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
NTP12,,,,,,,,3.634646914233777e-07,3.800563293912544e-07,4.879839593522816e-07,5.13848190227708e-07,4.826465399262754e-07,4.1308170031931677e-07,6.476537629012688e-07,5.548587240362318e-07,7.74015487584065e-07,5.444974214546207e-07,,5.198046134689927e-07,5.161431828184989e-07,,7.357966315901064e-07,7.734412126135658e-07,,6.477351333210779e-07,,,,,
DHAD1,1.1195880000482e-06,1.1263371719341818e-06,1.2517454869324847e-06,1.241703367215317e-06,1.3637252982354407e-06,1.4467047920903029e-06,1.5489851961922132e-06,7.345037709076037e-07,9.27037462907248e-07,1.011965615594072e-06,1.1029566424890225e-06,1.0683429383989296e-06,2.001019846949529e-06,1.3444976730337817e-06,1.4019403122235707e-06,1.725646796839489e-06,1.353571757083344e-06,1.5333109906156395e-06,1.5737426994078869e-06,3.7560246935861818e-06,2.662940275350079e-06,2.1242034859542065e-06,1.9642411682090774e-06,2.0655927792573535e-06,1.9585038366365625e-06,1.2826405180942579e-07,1.7163934120123633e-07,3.124329139602687e-07,2.3146906171963856e-07,3.9571145681809515e-07
DHAD2,1.1195880000482e-06,1.1263371719341818e-06,1.2517454869324847e-06,1.241703367215317e-06,1.3637252982354407e-06,1.4467047920903029e-06,1.5489851961922132e-06,7.345037709076037e-07,9.27037462907248e-07,1.011965615594072e-06,1.1029566424890225e-06,1.0683429383989296e-06,2.001019846949529e-06,1.3444976730337817e-06,1.4019403122235707e-06,1.725646796839489e-06,1.353571757083344e-06,1.5333109906156395e-06,1.5737426994078869e-06,3.7560246935861818e-06,2.662940275350079e-06,2.1242034859542065e-06,1.9642411682090774e-06,2.0655927792573535e-06,1.9585038366365625e-06,1.2826405180942579e-07,1.7163934120123633e-07,3.124329139602687e-07,2.3146906171963856e-07,3.9571145681809515e-07
ADPT,2.543525607710653e-06,2.5696143231184918e-06,2.9209618765802314e-06,2.9077667102018353e-06,2.874962548880712e-06,2.89543299509264e-06,3.3675752547937567e-06,1.4717088969977482e-06,1.6830374815881328e-06,1.5461477577349767e-06,2.129252832022883e-06,2.0861149187482434e-06,2.6640680061815584e-06,2.531816679884441e-06,2.8483879044306454e-06,2.9463906594317513e-06,3.4058011605215424e-06,2.631245144291227e-06,2.7853169404390225e-06,4.206626457494818e-06,3.543547132722922e-06,5.424125934594424e-06,3.753944565661611e-06,3.2653695492283585e-06,3.115072403416904e-06,3.5318656463129805e-06,3.922243250839275e-06,4.168405566041986e-06,4.648301314220289e-06,5.740885604898227e-06
GLTPD,2.00658493151508e-05,2.280475678860058e-05,1.0072603093490505e-05,1.715898264831815e-05,7.246855387012661e-06,1.3962937640549524e-05,7.713547761326723e-06,3.395444561207256e-06,2.916708552072348e-06,1.6437582109704762e-06,2.3743081212782397e-06,2.7697244076403455e-06,1.2276716478719684e-06,1.8590032363614724e-06,1.7896139337100267e-06,1.1957762406012624e-06,1.1785785542137788e-06,1.422112826413369e-06,1.4583261719462601e-06,2.685863539916516e-07,6.382623208038251e-07,2.2735846601243128e-07,1.794494899768885e-07,6.980111394101322e-07,4.039732880493605e-07,3.5786425245248444e-05,,,,
ALAGLUE_reverse,,,,,,,,4.0512382575804475e-07,4.495357551081023e-07,2.642335688821961e-07,3.1014228912453654e-07,2.9206195921689903e-07,1.8871773240724626e-07,2.680793686400333e-07,1.7912132312379173e-07,3.915691362711576e-07,1.8370378926662352e-07,,2.2812067299749412e-07,1.211812860911837e-07,,1.8145090792030146e-07,1.5846305330813954e-07,,1.2394097702233346e-07,1.4938308772328065e-06,1.3313999791391121e-06,8.797333926183568e-07,6.253187021717279e-07,4.6117694579575817e-07
3OAS181,2.6938410218575658e-06,2.4334099430160217e-06,2.70910547026412e-06,2.9703914604052226e-06,3.1404326914200755e-06,3.1083674552305903e-06,3.131693966326315e-06,3.1072470406542695e-06,3.383348051603086e-06,4.435048316649597e-06,2.703659279607866e-06,3.4057401673563997e-06,3.176319103639367e-06,3.6154461053382677e-06,4.282138634556536e-06,3.596605153666598e-06,4.074724638868934e-06,3.637842033164401e-06,3.535935902749022e-06,4.2581902760592915e-06,4.7835316216857226e-06,3.395865878616629e-06,3.591789136016498e-06,3.859257010389902e-06,4.397219859313744e-06,3.587317582403207e-06,4.293147262564374e-06,4.704910595619114e-06,4.727755585623618e-06,4.851239298114921e-06
THFAT,4.290106988212713e-05,4.304270302357448e-05,4.494344412793097e-05,4.6024213031327284e-05,4.5607954227627774e-05,4.649304101323009e-05,4.929220075547347e-05,1.3573118017920291e-05,1.662186396272899e-05,2.852791294210588e-05,1.9890171478341578e-05,1.9329574596036964e-05,3.075243609096974e-05,2.763733465054513e-05,3.2352423735247666e-05,3.2108861232865614e-05,2.6799824953137166e-05,3.060433081005623e-05,2.4797755342392298e-05,4.5033862430987696e-05,3.931215427411947e-05,4.3426352912621605e-05,4.158625577425168e-05,3.5746415233137635e-05,3.329900615973666e-05,3.0136818961645746e-05,3.735664091284873e-05,3.59865956642747e-05,4.56969240808585e-05,4.681663050724663e-05
KARA1_reverse,0.00011761845652697306,0.00011676516134113343,0.00012002939922700674,0.00012270457910520363,0.00012123413688417814,0.00012149318848632568,0.0001229389631481673,1.8003340517286562e-05,2.802060242039369e-05,3.0912117138431745e-05,3.4138404906174295e-05,3.740301020423453e-05,2.8338093010766934e-05,3.953073170663765e-05,4.831826946706866e-05,4.030842035334068e-05,5.5398452708541214e-05,4.5465163014360744e-05,5.0239186974890694e-05,7.51449862346514e-05,5.292559755038086e-05,5.906830353598186e-05,3.3958922561888235e-05,6.084176867141011e-05,5.7449530303130955e-05,4.337000585887998e-05,5.252516076286536e-05,5.968993333286806e-05,6.221032949882746e-05,7.333568867293692e-05
CTECOAI6_reverse,7.977312142490783e-06,8.463152578108973e-06,7.1282885387186775e-06,7.435259020931064e-06,6.695890253662227e-06,6.115676357777464e-06,5.698962212135092e-06,5.2967748677262836e-06,5.277073666397357e-06,2.6797222911575536e-06,1.3374229879001154e-06,3.541036349899592e-06,2.0727953838271147e-06,1.8312879661333165e-06,1.7923249380560857e-06,1.3340008371160514e-06,5.31155166579477e-07,2.3552129512886083e-06,1.6138859519091271e-06,3.7423897698944204e-07,5.221310064503301e-07,3.072847471986905e-07,2.5984025106233356e-07,5.617578690162643e-07,2.500939796563735e-07,9.562691410695677e-06,9.347475502657657e-06,5.298930655097447e-06,1.955360058557268e-06,7.512680633639574e-07
FA160ACPHi,,,,,,,,,3.6319450497459594e-07,,,,,7.809406378798488e-08,,7.200278064942954e-08,5.65521003065026e-08,,,,,,,,6.02481479585403e-08,,,,,
VALTA_reverse,5.66746188163076e-06,6.226424444060062e-06,5.897522385396231e-06,7.108731215104709e-06,7.983428103951296e-06,8.089814646701098e-06,8.93659798692332e-06,2.1045410743193455e-06,2.224188342960059e-06,2.6365068397367535e-06,2.7448773998611547e-06,3.008489776740277e-06,3.964561833644974e-06,3.424192911069063e-06,3.836461222241448e-06,3.5222976694487683e-06,3.6195059628931324e-06,3.1218970371425885e-06,4.426495066345964e-06,9.32307746598768e-06,7.251687272867804e-06,4.622719234453505e-06,6.029839470554638e-06,5.002883493135587e-06,4.4467455930476005e-06,3.868049298780134e-06,6.582275644249112e-06,7.892893727194702e-06,1.0944461070439431e-05,9.889968536222748e-06
GLCTR1,,,,,,,,,,,,,,,,9.529949255333941e-08,5.8324714168486006e-08,,,,,8.731472260826538e-08,,,6.730636708597018e-08,,,,,
HEX1,4.67595190017989e-06,4.436406236215569e-06,4.251622662884175e-06,4.13456366920973e-06,4.116134204044987e-06,4.118723763586252e-06,3.881259400904537e-06,2.352880363992692e-06,2.303465528919011e-06,2.5341832155612593e-06,1.3122414292952667e-06,1.786442156143279e-06,1.2547233364764198e-06,1.329243378483618e-06,1.4963378736259176e-06,2.005610662810877e-06,1.8584236211946805e-06,1.9099437853768425e-06,1.9356305665509393e-06,9.179045057783454e-07,1.7396972280204624e-06,8.803053324003767e-07,1.1883612698287662e-06,2.592331092813684e-06,1.0787086423866116e-06,6.3982074208207565e-06,6.2030186185576096e-06,5.218771912636713e-06,4.739832232322033e-06,2.95002287225555e-06
HEX7,,7.517918759389963e-07,,5.690283231897745e-07,5.467139608334472e-07,3.9057603844278263e-07,3.874929432410838e-07,7.718460337250739e-07,5.982197907821094e-07,5.839778177243056e-07,4.943330292585286e-07,4.897331833013875e-07,4.3866406357546117e-07,5.327116629271722e-07,5.121262742361196e-07,4.86676570193797e-07,6.13343456610363e-07,4.991528152432389e-07,3.7357916854718777e-07,3.725616649479956e-07,3.545621228258045e-07,3.555842467583762e-07,4.4825448730852395e-07,3.364257293942162e-07,3.3641363558800396e-07,2.3534365253538036e-06,1.8268444099416259e-06,1.4244404780781582e-06,1.0640532128529298e-06,7.572057479906784e-07
PPNDH,1.6489080145753872e-05,1.6853330246365813e-05,1.4224652987406378e-05,1.2478325357925663e-05,1.0039938138398769e-05,9.04764047614829e-06,7.325201240886699e-06,8.925171587616142e-06,7.5980783957497646e-06,5.0263121957304125e-06,2.350942435274783e-06,5.486802183579784e-06,2.2765485413738887e-06,2.4649355131294337e-06,2.7205611239696985e-06,2.9145665443247615e-06,2.79180965153153e-06,2.8781721613019253e-06,3.7785350834053982e-06,1.2452508880606765e-06,1.6366417333449122e-06,2.806066266972162e-06,1.3674329352502438e-06,2.4774295513798535e-06,1.9303047315102284e-06,2.498960118069715e-06,2.59361083656855e-06,2.669995626936031e-06,2.200616625257598e-06,2.3237481022201977e-06
PGL,6.00128247317351e-06,5.697531668498174e-06,4.87373493604309e-06,4.54960032695019e-06,4.305971713587891e-06,4.00842796518182e-06,3.780752079327201e-06,8.672171136059196e-06,8.442524368616165e-06,1.0602699254935618e-05,6.396137763614833e-06,6.391355601131448e-06,3.573318736105292e-06,6.122677616993159e-06,4.788413820275981e-06,4.214573003806915e-06,6.383354060279182e-06,5.02271090811201e-06,6.1029154512055316e-06,1.031458530984284e-05,5.4359879701951245e-06,3.192497699619538e-06,1.1150135019330543e-05,4.229444311212966e-06,5.948862954621542e-06,1.3784284541571939e-05,9.430502448709267e-06,8.540352948313526e-06,7.902605363914678e-06,6.901250075171023e-06
PGK,9.465620210510425e-05,9.586897001165621e-05,8.893677121290897e-05,8.683742912979913e-05,8.721949737399346e-05,8.369679528428596e-05,8.523967896468127e-05,5.660205130113022e-05,5.161518156341962e-05,6.813817566582319e-05,6.520004340811249e-05,5.652950424485335e-05,5.665990267623551e-05,6.110973412811031e-05,5.424239907205953e-05,5.913533253910637e-05,6.543987184830272e-05,4.803754975428847e-05,5.78583052165135e-05,8.043973731671138e-05,7.370554589766324e-05,7.094136943838135e-05,7.080751601893497e-05,7.830330101380635e-05,6.54275637141218e-05,7.159710442261622e-05,6.288843321094353e-05,6.243188564638216e-05,5.705591604922107e-05,5.6154696289351776e-05
PGI,1.555586351070152e-05,1.599787845895823e-05,1.5310870800968816e-05,1.5217104786349728e-05,1.5003996391495045e-05,1.4454612746803362e-05,1.539842784033596e-05,6.4690570814514636e-06,6.475714720015975e-06,7.879419978231175e-06,6.3848268463266435e-06,6.392718417165123e-06,5.176171541408049e-06,6.3466185852984295e-06,6.144169540474601e-06,8.18250431406889e-06,8.566280380401468e-06,7.430206438147078e-06,7.057224943098943e-06,6.7644371426342255e-06,1.0083549102843574e-05,8.1520731650447e-06,1.05982020392485e-05,7.874691038260586e-06,9.898797726694877e-06,2.0234471862557125e-05,1.8127499568573494e-05,1.871271373983423e-05,1.7795089868199594e-05,1.713635911016225e-05
HEPT4,,,,,,,,,,,,,,,,,,,,,,,,,,9.7066047838518e-08,,,1.105516366517491e-07,7.734085823110531e-08
HEPT1,,,,,,,,,,,5.285720728871898e-08,5.6336718192089576e-08,6.688449496472685e-08,6.353314626282788e-08,9.02432885555079e-08,8.911520464479944e-08,6.808362059144835e-08,,,1.1389489829823261e-07,,1.0983440857318124e-07,9.529765718075932e-08,,1.0637985766222084e-07,,,,,
ASPTRS,7.55605289887048e-06,7.804997641803514e-06,7.848478737336803e-06,7.930613812171823e-06,7.653147990731321e-06,7.365240746363098e-06,7.749137852471859e-06,3.92832659677486e-06,3.6687410826551947e-06,3.1810260814272063e-06,3.2919582464926546e-06,4.045739543170889e-06,3.2307042692712335e-06,3.348713869203963e-06,3.836383207727892e-06,3.356301394934759e-06,3.5013698261557876e-06,3.866566402452582e-06,4.360256829110692e-06,3.6179440377870894e-06,4.953517277499001e-06,4.025123665433298e-06,4.347936288298288e-06,4.402910109229065e-06,3.2317187616281144e-06,8.599125962245815e-06,8.27904450537655e-06,9.255642668388452e-06,8.681649714684992e-06,8.405295782736242e-06
UREAtpp_reverse,,,,,,,,3.0943758777256957e-07,2.995211594012171e-07,1.76140533293638e-07,1.5391161145535512e-07,2.609268544475455e-07,1.659733811252295e-07,1.3336611806715223e-07,9.9585526553798e-08,1.1640673606726924e-07,2.4567093901602384e-06,1.5334062924361763e-07,1.704685275134206e-07,1.9177267673873438e-07,2.2499427652738752e-07,8.090077585822639e-08,2.692515172607577e-07,1.3134033275895478e-07,2.5933045301212494e-07,,,,,
FADRx,1.2460545277233006e-06,1.1973856452940823e-06,1.2708649396347654e-06,1.25907404052842e-06,1.2523804398303828e-06,1.2618829624943667e-06,1.1155114554680972e-06,1.3647405285440153e-06,1.4793166445541571e-06,1.6296186981504988e-06,1.3766939676531165e-06,1.3680995666059652e-06,1.5245357514635288e-06,1.4806571099731073e-06,1.7000142648913528e-06,1.56558513401411e-06,1.371221654246749e-06,1.4227799391571262e-06,1.4946720897514372e-06,1.8303261850986286e-06,1.3840529683937245e-06,1.1392374257845469e-06,1.5741544885904484e-06,1.4102170986304801e-06,1.2374679156787072e-06,1.091779180898043e-06,1.2843513763765336e-06,1.2867163863549733e-06,1.1296696599143228e-06,1.1246880431512262e-06
LIPACabcpp,2.7946774067961086e-07,2.9335554296290393e-07,2.84607669414263e-07,3.087638300289294e-07,2.8595354510068743e-07,2.8327742275840593e-07,3.422109212519997e-07,3.361863008545872e-07,3.321319762070356e-07,1.5482880382584518e-07,1.7869936636351688e-07,3.1843769106864765e-07,2.3577639904207358e-07,1.8053556653980368e-07,1.9441216778070082e-07,3.031453426968781e-07,2.2355901061508902e-07,2.4625990426694085e-07,2.8349067644748044e-07,1.6046285196506343e-07,2.530937621249562e-07,2.6853529542428365e-07,1.4055073461296348e-07,2.9039031377018696e-07,1.1380956200688387e-07,3.46599760244537e-07,3.459959279096163e-07,3.1449600777124805e-07,3.074512971971721e-07,2.499362672959662e-07
FEENTERtex,1.5216628572141634e-05,1.5301906881745367e-05,1.4755185843821845e-05,1.4534966396605518e-05,1.403351873994962e-05,1.3851386180858742e-05,1.3968775483392683e-05,6.624649843190921e-06,6.273566363020855e-06,9.958292665835758e-06,7.546022679959112e-06,6.0407135188670235e-06,7.521999779341852e-06,8.313372611346064e-06,9.026727801842625e-06,8.274999750614008e-06,9.14022606440194e-06,9.209014918465365e-06,6.133050949704831e-06,9.45078764411116e-06,9.399927214467296e-06,8.654150538127173e-06,9.148643784726606e-06,9.141786953678843e-06,8.91265644616609e-06,1.0467433525852004e-06,1.01861482965014e-06,8.879354485010308e-07,8.671032329462633e-07,7.215293208691081e-07
UAG2E_reverse,,,,,,,,,,6.525578702424593e-08,8.009529630960272e-08,6.86649616967225e-08,1.067978123029915e-07,1.0644327872471906e-07,1.0073624062874395e-07,1.2272546501729922e-07,1.0652837499597003e-07,9.284303356689388e-08,9.607443841862484e-08,1.9253017249938774e-07,1.281249972305059e-07,2.062385087581593e-07,1.5798218569216166e-07,1.1547953409676153e-07,1.813016717014707e-07,,,,,
OHPBAT,3.1693653346700556e-05,3.1984874443659434e-05,3.4164885280778237e-05,3.5108952256044895e-05,3.581656941228251e-05,3.687146755936315e-05,3.88173455426436e-05,8.637397809052572e-06,1.1465145499305627e-05,1.820556766680375e-05,1.750719967573622e-05,1.2626385720000068e-05,1.7554714279539875e-05,1.5246033458180812e-05,1.9594359268179838e-05,2.041057003692869e-05,1.846120156163387e-05,1.8781987489560542e-05,1.4347209667592541e-05,3.1126619013272904e-05,2.827219463099767e-05,3.215853679193851e-05,3.6598765556702806e-05,2.658285155589366e-05,3.156124897059506e-05,2.1267377390800388e-05,2.8454793673362626e-05,3.023962141666602e-05,3.0029890319003526e-05,4.026499935399475e-05
MN6PP,2.3995682966186966e-07,2.500701288106212e-07,,2.62856385660668e-07,,3.0148495539532584e-07,3.5126611900421446e-07,7.749181631483553e-08,7.826112193384519e-08,1.4868118955628958e-07,1.4513854021248416e-07,7.004874413091597e-08,1.5466158871771328e-07,1.0452163382684124e-07,1.580964117205418e-07,1.1342982729141931e-07,1.4523997449799455e-07,1.4453474102602266e-07,1.38163123473513e-07,4.1290733200945963e-07,2.736543613426893e-07,2.400446148329503e-07,3.1343981640043943e-07,2.1067832563832852e-07,2.878503862806156e-07,,,,,
PRMICI_reverse,9.368925165517299e-07,1.0113358533950766e-06,1.2439024334114862e-06,1.0995557170415565e-06,1.2480131438038104e-06,1.3132725859748538e-06,1.1923376732155578e-06,1.4994639973046332e-06,2.02390277001097e-06,1.7603124237329033e-06,1.5095808373019907e-06,1.8525282505762776e-06,2.64659712395785e-06,2.0111499664202553e-06,1.919742142320865e-06,2.278890888433906e-06,3.1124430965453436e-06,1.7830780018783326e-06,1.84991929769694e-06,2.2708821123719343e-06,1.3522922532863316e-06,3.7573325295766983e-06,1.7985822745046975e-06,1.8253008295359167e-06,2.503793478459753e-06,,,,,
CRNDt2rpp_reverse,1.1230052619000837e-07,9.39378477683299e-08,,1.899941429249772e-07,1.8727285011084233e-07,2.699279473237052e-07,3.0524065219796243e-07,1.6912602152650022e-07,1.802062124529251e-07,2.3681976302832593e-07,1.1709096581507617e-07,1.7716608437780306e-07,9.31512015337815e-08,1.4792703559230925e-07,2.2230235637684869e-07,2.4548934176073845e-07,1.7609870398779153e-07,2.4681265482605397e-07,2.4295459621906134e-07,1.1577601277052172e-06,5.375875270903278e-07,4.7555339992001674e-07,1.0247975850225757e-06,3.836511299125149e-07,7.054335418340632e-07,,,,,
ALDD3y,6.235561565289456e-06,5.739289755607037e-06,4.932647888048049e-06,3.6897008239793943e-06,,,,1.8897542050456108e-05,1.1405850905840453e-05,6.67435096774784e-06,3.743476062727996e-06,6.52696627968241e-06,2.7345151119223178e-06,4.702047146613555e-06,2.302500849453314e-06,2.205447668054226e-06,2.010067878032744e-06,2.693839380019759e-06,2.6269699542214094e-06,1.2885183244846606e-06,1.0719466793912044e-06,1.042833325599569e-06,8.612682479032404e-07,7.738471767435125e-07,1.1152492792089995e-06,2.8060692436104327e-05,1.370427675719493e-05,3.4120049278312026e-06,1.3248584621774704e-06,3.6446313348594397e-07
PRAIi,2.875097971174645e-06,2.6019177089220728e-06,2.7288704641186357e-06,2.777372251873733e-06,2.8344861300962344e-06,3.1066184332749192e-06,3.2960709489481777e-06,8.266941374803796e-07,8.690976214755451e-07,1.0852133011687403e-06,7.302214435743266e-07,9.735119088556393e-07,1.3143417156775998e-06,9.141680805419995e-07,9.067041801722508e-07,1.1327810097316628e-06,1.1732416522637211e-06,9.341293845370359e-07,1.0703059079046838e-06,9.594224877074875e-07,8.949812412119077e-07,1.42421510403766e-06,1.0042404944395212e-06,1.3827624471412607e-06,1.439454559703387e-06,2.405416425518235e-06,2.4745552278666666e-06,2.519943291708213e-06,3.0159412354844033e-06,3.754830735982485e-06
5DOAN,1.9946851622218687e-06,2.197036820854997e-06,2.2576121363036623e-06,2.1421540880841632e-06,2.3641179325792856e-06,2.482450731085488e-06,2.1363029623974547e-06,3.011110576805038e-06,3.3450279226561897e-06,4.9150403774514565e-06,2.962650844129328e-06,3.5683765361751715e-06,3.963092508296669e-06,3.5350341812095435e-06,4.028123378419311e-06,3.9600761122663454e-06,3.804658339831914e-06,3.55073616919382e-06,4.283281300665865e-06,8.730300962049752e-06,5.057871336335671e-06,3.8618337945814775e-06,6.766631701293318e-06,4.260774913500664e-06,3.913174621258946e-06,2.745072113911183e-06,2.9451418942149402e-06,3.130417782313138e-06,3.0816080019070397e-06,3.6863964046914614e-06
PLIPA1A161pp,,,,2.4847507465037883e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAIS,4.7164790715083854e-06,4.3341430539542935e-06,4.684831415728117e-06,5.064417053411125e-06,5.441181733399179e-06,6.407052710486517e-06,6.850904173164705e-06,1.879666497310026e-06,2.3859118669562743e-06,3.990074888242465e-06,2.6089494905545274e-06,2.5638133881522497e-06,5.607770766664939e-06,4.0672307640609965e-06,3.5632934030263094e-06,4.323719923633723e-06,4.374201079723591e-06,3.2434068583269355e-06,3.91282604785386e-06,4.792874069400448e-06,3.863282486172023e-06,4.508136379115101e-06,4.5420865882493565e-06,4.039318724677095e-06,4.588652946030664e-06,3.417489738206733e-06,4.257168919275344e-06,5.03581071515571e-06,5.672602231690933e-06,7.471016202530038e-06
