,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.6_H,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+AA_CHEM_mu=0.63_P,GLC+AA_CHEM_mu=0.65_P,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
b1243,1.2800696874929659e-05,2.845638229309078e-05,1.73777506157419e-05,7.531255913741103e-06,4.7530259101001485e-05,4.7907682688308154e-05,7.716127485710973e-05,6.840366113698404e-05,7.880456273672251e-05,4.6621664135913005e-05,4.526700832444317e-05,8.476301333091057e-05,4.37294516393183e-05,4.0633040343285145e-05,8.044710724218112e-05,9.376908374047091e-05,4.061024583753442e-05,3.829649675851981e-05,3.871509408338254e-05,7.887318589098234e-05,8.580565627993618e-05,7.158775777566563e-05,7.937942476748518e-05,0.00012436034622227043,8.20399135322301e-05,7.764685054733674e-05,4.328161182379838e-05,2.4900095616885448e-05,2.7234064839358218e-05,1.131878415034165e-05,1.3262514375718908e-05,9.770403358604741e-06,6.468707033721073e-06,1.292190713530245e-05,1.1090246323833811e-05,1.0904364067621857e-05,1.2648590600920844e-05,1.3033425178974109e-05,9.513332691803287e-06,1.0060631986781687e-05,1.2379198872672705e-05,2.5424389318821484e-05,1.6585694320544914e-05,1.0196616141086822e-05,1.1603284052015984e-05,1.0294780317520845e-05,5.6708569265976055e-06,3.482287656991899e-05,3.463450362463783e-06,3.9790304236613994e-05,3.1703100916154794e-06,7.839451515895955e-06,1.249859070003489e-06,4.336306178702838e-05,4.554707302307566e-05,5.2173176830967766e-05,4.71565377924458e-05,4.751435877024762e-05
b1244,3.3789738880084697e-07,3.532584606079793e-07,3.9953248864366426e-07,1.5964199742879792e-07,,2.491392426317718e-07,,,,,1.807444502734845e-07,,,,,,,,,,,,,,,,,,,5.641065234128492e-08,9.746957040848912e-08,,,1.1384755481319178e-07,1.0953518555463244e-07,7.858933309156163e-08,1.0358377037352543e-07,1.103760950632893e-07,5.6895186860434875e-08,7.012307955093464e-08,1.6147090195279778e-07,6.206054553352627e-08,1.126324053638104e-07,8.079446734855725e-08,8.786138297652996e-08,1.3338030686341686e-07,5.057264661878591e-08,2.920871188975207e-07,5.7440830165135065e-08,9.228544575610655e-07,,4.033524928759973e-07,,,,,,
b1245,6.460896274050213e-07,9.15061930328275e-07,7.540173317209212e-07,4.08506164057e-07,,,,,,,1.954028706290948e-07,,,2.101289382945169e-07,4.671348605764375e-07,,,2.2555393386821333e-07,,,,4.4340864082039367e-07,,3.453883199208014e-07,,6.020820349645553e-07,,1.691045033786001e-07,3.1084785408110156e-07,9.70369155767455e-08,1.2541133109893463e-07,4.270770402002027e-07,,2.1014623239274795e-07,1.381970937188729e-07,1.4461863664441643e-07,2.9897111957367203e-07,1.6953015331888893e-07,1.600498774094042e-07,2.0684307129294445e-07,2.2890632845185203e-07,2.934213935730715e-07,3.8340106857067766e-07,1.6973925377174966e-07,1.060484831665505e-07,2.590087121298776e-07,2.1139197429735595e-07,7.500603986941157e-07,6.12645330392804e-08,9.056171202369555e-07,1.1088103218669703e-07,5.151107385466528e-07,,,,,,
b1246,1.1787043974945313e-06,1.5220759162879174e-06,1.0370032931449305e-06,4.6191716491750453e-07,3.4561187407709244e-07,3.268901846528976e-07,5.721609652876225e-07,,4.685249504414209e-07,3.0816199956878143e-07,3.9720923583342523e-07,,2.781494879459255e-07,3.154825681769979e-07,5.944986366423705e-07,,3.076142201365982e-07,,2.364240283119386e-07,6.376513060211047e-07,6.438234850625144e-07,7.094915301856631e-07,,7.428496247663871e-07,7.125294666826913e-07,7.391514593489537e-07,,1.8907499987207433e-07,1.775329963868695e-07,3.58326819801683e-07,3.079641676098452e-07,1.8907329220144385e-07,1.8303120702707904e-07,3.596995672882354e-07,3.3216816743993e-07,3.4145846865796735e-07,2.979569308974485e-07,3.233691165095881e-07,2.7140052452453336e-07,2.0928279789868508e-07,3.328747335785492e-07,2.17130749107272e-07,3.605679820709844e-07,2.5506955086619085e-07,2.3536752417774498e-07,2.2043620177133914e-07,2.281932375313099e-07,8.278373580559973e-07,1.501194277094757e-07,1.711751680856412e-06,2.0538150635160651e-07,8.633465231516163e-07,8.081104757483591e-08,,,,,
b1247,9.261433322915474e-07,1.5677326841400836e-06,9.123954331478546e-07,3.773574509446345e-07,7.556368491717044e-07,7.393526501414712e-07,1.1765565492624522e-06,1.0617856362420921e-06,1.275249466203196e-06,8.995488858828293e-07,9.585517868970086e-07,1.6647248461805396e-06,9.44999156632158e-07,8.409244182323162e-07,1.6614268176230735e-06,1.804294126577469e-06,8.83729406834433e-07,8.490191432953565e-07,9.63773709443734e-07,1.8005498509791436e-06,1.8428256970818589e-06,1.835797595788693e-06,2.1975961074344435e-06,2.222082055512969e-06,2.2710223378937726e-06,2.4743854907754507e-06,2.9089921282528332e-06,,,1.3959650163892616e-07,1.6956173218989833e-07,7.989621656248395e-08,,1.6703931292756888e-07,1.203437843497147e-07,1.4291491024011237e-07,1.3549170641778982e-07,1.362079808924391e-07,1.0031469629697448e-07,6.484335869319913e-08,1.7972803822549598e-07,,1.1651006223382152e-07,1.0111711078031057e-07,5.253478704558349e-08,1.1007360271993683e-07,9.552235790399733e-08,4.410324281779838e-07,6.500294886047082e-08,1.0506630074764161e-06,9.711755678276952e-08,5.217026921640865e-07,,,,,,
b1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.736504486460132e-08,5.937684626721163e-08,9.877593844076965e-08,1.4738335987716116e-07,2.0132120093989734e-07,2.604236608351115e-07,1.1199077038331035e-07,1.6660859372322493e-07,3.7889698871144406e-07,2.1687260578643865e-07,1.5703833988044315e-07,,1.1599641601127192e-07,1.2177646133169699e-07,,2.4830124241725465e-07,,,1.0383011821666601e-07,,,,,1.6017743523073806e-07,,,,,,
b1249,9.373240514332693e-07,1.6302235939030843e-06,6.778537788914929e-07,3.9830350589077645e-07,,,,,,,,,,,,,,,,,,,,,,,,,,8.066988123547133e-08,7.107609775630205e-08,,,6.218634393663479e-08,,,,,,,7.527327496038676e-08,,,,,,,,,,,,,,,,,
b1250,1.220877688459896e-07,1.907910943441857e-07,1.461223247415763e-07,1.0266128341429452e-07,,,,,,,,,,,,,,,,,,,,,,,,2.2863859764969733e-07,1.6897870497549156e-07,,5.631897739165119e-08,1.075832497172233e-07,8.016093025905064e-08,7.573063867131653e-08,6.096693808250305e-08,7.389418009365388e-08,1.3280020570011953e-07,8.567735515526944e-08,9.072733315097823e-08,1.2669424022154457e-07,7.078381522119868e-08,2.7531363777078723e-07,2.1606664791968756e-07,9.663443528926126e-08,4.234898050856632e-07,1.2239844626772897e-07,2.0468835469546675e-07,,,1.3600679571584166e-07,,9.00470247705313e-08,,,,,,
b1251,4.284076955684907e-06,2.546424143494887e-06,2.5410213201183794e-06,1.1976976745572092e-06,8.03963437910607e-06,7.957945498669808e-06,6.187420307496738e-06,8.227017595432252e-06,6.662029160967839e-06,7.481884584404623e-06,7.352029558584889e-06,6.14953085066595e-06,7.092188770934361e-06,6.197835324961246e-06,5.467696917191936e-06,4.877101698731583e-06,5.42575413159304e-06,4.71871399452407e-06,5.159815854725553e-06,4.2323767370962874e-06,4.557927242401987e-06,3.445290766549573e-06,3.7677477047969756e-06,3.2617433674311736e-06,3.090007452345203e-06,2.838760666896014e-06,,6.471258553505862e-06,6.453206482659794e-06,2.557415325509943e-06,3.2181166875201924e-06,3.3819392233329795e-06,3.868246200628477e-06,3.2654539814899045e-06,3.3456940735846492e-06,3.1217022312165154e-06,3.4429755194950947e-06,3.985754351190935e-06,3.664621844735226e-06,3.614759932230403e-06,3.2643610006926354e-06,6.190165177992257e-06,4.72322053064704e-06,3.7484557690193248e-06,5.550174023616704e-06,3.9750425406023325e-06,3.845513654647437e-06,1.755525101939314e-06,1.3924106410507629e-06,2.5006620423661823e-06,6.369146383765632e-07,1.995930952592509e-06,6.524436077550163e-07,1.4692347734570326e-05,2.0056743878645438e-05,2.1555405414557614e-05,1.848431415915044e-05,1.5828709869530025e-05
b1252,6.86638458926902e-07,8.023368848033095e-07,9.610841800040384e-07,8.377597472103139e-07,,,,,,,,,,,,,,,,,,1.4062185142092234e-07,,,,1.0915082442227274e-07,,1.6338067603716337e-07,1.5633596546308743e-07,1.135628531640515e-07,1.3216089926571756e-07,1.4430955274238337e-07,1.1402804817417361e-07,1.240372254649802e-07,1.9646691403872975e-07,1.6540013662249762e-07,1.852649660662999e-07,1.53589286970789e-07,1.6393819168730329e-07,1.6908448999628733e-07,1.795596834852764e-07,3.482496581536934e-07,3.076875637320425e-07,1.909655195356908e-07,2.738541072994032e-07,2.4005395274258354e-07,3.68479564111902e-07,2.01646453622717e-07,2.9777974539208476e-07,1.6998221821595435e-07,1.0821636624851228e-07,8.770113380347307e-08,2.0207378348868922e-07,,,,,
b1253,2.213864654721722e-06,4.723177623414941e-06,1.3724712325955684e-06,9.791630197978314e-07,4.748387099859906e-07,,,,,,,,,,,,,5.345403893416909e-07,,5.679462886706964e-07,,,,,,,,,1.3240281927169543e-07,7.94251391415556e-08,5.658508939822686e-08,1.014584043894068e-07,,6.925202091122882e-08,8.771671051949434e-08,8.599856187307008e-08,9.39099706926238e-08,7.211801582784954e-08,8.903096074542421e-08,9.5092156531561e-08,7.48991533154544e-08,1.5198611369108572e-07,1.2803481916376143e-07,1.1871116913055561e-07,1.3593097073089028e-07,1.0917261415713272e-07,2.850980185347518e-07,2.646966132606968e-07,2.0291211348856797e-07,7.596515579878252e-08,2.1956133580837536e-07,8.519103046872073e-08,2.763063824606036e-07,,,,,
b1254,1.410325093069419e-07,6.070386278276396e-07,1.158917010984414e-06,8.584930323102487e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1255,3.518124916886883e-07,3.984296593549446e-07,2.7215506934085233e-07,1.9603876104726852e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1256,,,,,1.785410618097855e-06,2.8733937836611523e-06,5.170122074772891e-06,,,1.427083031645427e-06,1.623271395237617e-06,,2.4578383146699936e-06,2.246545922137414e-06,3.844425732544871e-06,,,,,2.812463955286354e-06,,,,,,1.8357291486611883e-06,,5.371591812732917e-08,,9.482021529460203e-07,7.464199864441604e-07,8.203649708595887e-08,1.9572043725367547e-07,5.937684626721163e-07,1.1060195601299252e-07,1.4654028154229426e-07,1.318835351658406e-07,1.6484392272980896e-07,9.528276017263447e-08,1.2381612524133496e-07,2.43609309097693e-07,,8.386560207233282e-08,,,,5.17208736538702e-08,,,1.3512653534944275e-07,1.0633682509568551e-07,2.1477804748901907e-07,,,,,,
b1257,1.4177887465812982e-06,3.537623216781158e-06,1.1287735361230983e-06,3.376899228365091e-07,,,,,,,,,,,,,,,,,,,,,,,,5.147985151207559e-07,6.052475669557668e-07,1.2039834113085227e-06,8.748311256172208e-07,9.343918310889759e-07,8.545540218118225e-07,6.357851293103551e-07,4.75236175327164e-07,5.683710527846995e-07,6.803645727188971e-07,7.447265464023153e-07,4.965987264528544e-07,7.801597632778758e-07,5.28783532947369e-07,7.53401676423131e-07,2.692897429122583e-07,5.475419790509791e-07,5.274430793540242e-07,2.8889433276024805e-07,6.202958843209019e-07,,,1.872721083977595e-07,,2.0796323422971475e-07,,6.436349496643253e-06,3.122266045791707e-06,1.8992036514096342e-06,1.1089380830820422e-06,8.494411371498301e-07
b1258,1.8036694589847072e-07,2.523815929637794e-06,2.214888386771112e-07,7.06561235188805e-08,7.000715927906947e-06,1.0778879825935154e-05,1.753584776631483e-05,,,,3.5319608679323083e-06,,3.6812068890139963e-06,3.1424579781800295e-06,3.008819086768166e-06,,2.8433297608921666e-06,1.8220543406916694e-06,2.406747227248476e-06,2.0707540236718482e-06,,1.6633408361322506e-06,,1.4235268865374667e-06,,1.3442674213200555e-06,,2.7834469167794302e-06,2.54336066444686e-06,2.7890432904756124e-06,2.054287922761792e-06,2.1754357695200816e-06,1.5089901317569596e-06,9.796760306079556e-07,4.298883669746122e-07,8.114690377523206e-07,4.7009595505800884e-07,9.174064612646842e-07,6.81617680842885e-07,7.82351705150221e-07,7.483742324404057e-07,1.0891346189126952e-06,3.016456332601648e-07,4.781933945768007e-07,8.80434257168644e-07,2.8228141670494996e-07,9.486381592799309e-07,,,1.730828368199863e-07,,1.3099455160053329e-07,,9.101715742344892e-06,8.22087532377918e-06,4.550732072769337e-06,3.603218500556122e-06,2.201723651204953e-06
b1259,,3.6079120216868625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,4.3147908778191906e-06,3.709480411661871e-07,1.5768498781221145e-07,1.5986073995018516e-07,1.4198712068499567e-07,7.228485632530112e-08,1.467857700271005e-07,9.115855482854287e-08,6.941694558931988e-08,,1.263745790005992e-07,1.3525234370574399e-07,1.4198065223563796e-07,8.73386980094547e-08,7.120279794007802e-07,1.537355681859279e-07,1.129705096084213e-07,4.917936151666354e-06,9.941473802412207e-08,5.915057799853325e-07,,,1.3910741431987357e-07,,8.060481362812183e-08,,2.6722599981919836e-06,,,,
b1260,1.0173755880589573e-05,1.4443587286624544e-05,8.810838630810782e-06,7.152392944443175e-06,1.4800131397324711e-05,1.5055969640675765e-05,8.164945482012639e-06,8.4110657807832e-06,8.308943644543398e-06,1.4527973956862554e-05,1.5455466863967794e-05,8.440615584195301e-06,1.5369062323603765e-05,1.660787488242308e-05,8.146142880696982e-06,8.132954332952486e-06,1.7850655744170095e-05,1.912249163488913e-05,1.9406351342904897e-05,7.774195820838701e-06,6.867308435132339e-06,6.618225501148944e-06,6.318090519004501e-06,4.966116699564527e-06,4.412906800228658e-06,3.8373773729641915e-06,2.600911850276935e-06,3.551288919752933e-06,3.4036015945035547e-06,4.82737467894838e-06,5.684781452471884e-06,5.959497272907215e-06,5.2128451670015665e-06,6.205320729334496e-06,6.840715883595215e-06,5.025933460380619e-06,4.601822607479234e-06,6.425744019055998e-06,7.2368581046421354e-06,5.143972944562963e-06,6.78187141242874e-06,6.9556146441324464e-06,5.732186848223925e-06,7.773490844027898e-06,5.164243414107597e-06,6.566795640753086e-06,6.867360154230511e-06,7.512462583074187e-06,1.1267485783506172e-05,1.991451127726056e-06,1.087005265328164e-06,2.0001183679687083e-06,7.308771809224805e-07,8.567927958274908e-06,1.0313506599808443e-05,1.2536112785929406e-05,1.2106938953884451e-05,1.5944746316557303e-05
b1261,7.547890914962199e-06,1.2041941631563272e-05,8.253424232916695e-06,5.760125070430849e-06,1.0188591590574998e-05,1.0077905926255574e-05,5.538350339723822e-06,5.66372792952944e-06,5.585865925398851e-06,1.0725480050934849e-05,1.0431307018461776e-05,5.887918345936403e-06,1.1096756651199343e-05,1.2105584956650103e-05,5.627486617658088e-06,5.919033098140895e-06,1.3414613517214922e-05,1.4449852513974838e-05,1.4704943833842215e-05,5.633116477845897e-06,5.215270614276904e-06,4.4466728318395904e-06,4.40551540549317e-06,3.6054187191718372e-06,3.606200659997628e-06,2.6792065430061925e-06,2.07240086776459e-06,3.5867640694295293e-06,3.837731883630986e-06,4.390470203983978e-06,5.4118714937282345e-06,6.025231207707981e-06,4.841444525058978e-06,5.784462171735013e-06,8.205316577282721e-06,4.19364330110593e-06,6.055974132899931e-06,6.550601334874069e-06,7.759988857932419e-06,7.463180868052789e-06,5.899243627704364e-06,7.203568256452968e-06,6.9346211901943395e-06,9.526624476981919e-06,5.736699137085836e-06,8.728879195151498e-06,7.853366349225759e-06,5.8260427372424735e-06,8.879021865503786e-06,1.12493333361452e-06,7.226716774318039e-07,8.800727257467417e-07,4.588641017606256e-07,6.387841632404616e-06,7.672847160477315e-06,8.145698198081542e-06,9.669670372699145e-06,9.964340552140493e-06
b1262,2.2933541833475896e-06,4.590993449785949e-06,2.0188946018411237e-06,1.8347964503576061e-06,2.875097971174645e-06,2.6019177089220728e-06,1.3837550262966446e-06,2.3190615197544847e-06,1.6301487383231035e-06,2.7288704641186357e-06,2.777372251873733e-06,1.4626715721420843e-06,2.8344861300962344e-06,3.1066184332749192e-06,1.467513623876104e-06,1.390106498642063e-06,3.2960709489481777e-06,3.608801025647886e-06,3.8081537956002597e-06,1.3579489455203903e-06,1.3096934776173325e-06,1.1249406707973618e-06,2.1684358354237832e-06,8.923120935599868e-07,7.184942603656111e-07,6.171604694831567e-07,,6.648445604284183e-07,7.924355907812136e-07,8.266941374803796e-07,8.690976214755451e-07,1.0852133011687403e-06,7.302214435743266e-07,9.735119088556393e-07,1.3143417156775998e-06,9.141680805419995e-07,9.067041801722508e-07,1.1327810097316628e-06,1.1732416522637211e-06,9.341293845370359e-07,1.0703059079046838e-06,9.594224877074875e-07,8.949812412119077e-07,1.42421510403766e-06,1.0042404944395212e-06,1.3827624471412607e-06,1.439454559703387e-06,1.040151516262315e-06,1.6725786100076584e-06,1.1633888872331703e-07,5.473271420351819e-08,1.1191072858351431e-07,1.1661165734020881e-07,2.405416425518235e-06,2.4745552278666666e-06,2.519943291708213e-06,3.0159412354844033e-06,3.754830735982485e-06
b1263,3.3919561360918624e-06,5.755707126926382e-06,3.4919638794323067e-06,2.8658452114998074e-06,1.4445159871460896e-06,1.4355162103699715e-06,6.133797756391186e-07,7.120868946036644e-07,7.37439910781655e-07,1.419396646656085e-06,1.5314994133358509e-06,7.783929502812002e-07,1.559114027938502e-06,1.7533637713670103e-06,6.507430701643636e-07,7.133768013351418e-07,1.9380273561003103e-06,2.066680797887102e-06,2.098212263128872e-06,6.641806849700777e-07,6.458509708756716e-07,5.32079364728905e-07,4.927591905814074e-07,4.1130849294284617e-07,,3.0550406601303765e-07,2.375237893773606e-07,5.975738643661484e-07,8.980119005900216e-07,1.7154135086618339e-06,1.867477294145671e-06,1.444165667685571e-06,1.1452905398829261e-06,1.8199464641711766e-06,1.9960684218031786e-06,1.2847285734781378e-06,1.179462423191222e-06,1.8788519665488781e-06,2.0983745449420888e-06,1.5657326699622389e-06,2.555849429519772e-06,1.105240421633253e-06,1.209828943443459e-06,1.8168478664157366e-06,1.1704317772901622e-06,2.2297766950981488e-06,2.407409950279442e-06,1.0569246366767814e-06,2.384753931198848e-06,8.503840667990308e-07,6.214381634409455e-08,3.892654176188125e-07,6.658082454430568e-08,1.0952512168238376e-06,9.466581430720782e-07,9.742834723947048e-07,1.6133393601858807e-06,1.5977403582004267e-06
b1264,2.9741007124752148e-06,6.085726611010843e-06,2.4356710153360114e-06,2.5685955394757986e-06,1.5590228597304071e-06,1.5539021999432363e-06,7.30096467453749e-07,8.597589827529349e-07,7.579685622697613e-07,1.6126624245562187e-06,1.633200607379729e-06,7.788504093367096e-07,1.7140052380850872e-06,1.988707431734096e-06,7.853035951421374e-07,1.032597563799286e-06,2.191924291303891e-06,2.4423963376745256e-06,2.390596980486885e-06,8.592182213072163e-07,7.534382497651026e-07,6.139184971178048e-07,5.351502333176164e-07,5.210190884868039e-07,4.503999147598675e-07,3.9153978159556636e-07,3.34388369759965e-07,9.703145327766316e-07,9.305622373943459e-07,2.0917758468881258e-06,2.123452852470869e-06,1.8636151124031771e-06,1.0203016221509514e-06,2.2884616501482636e-06,1.9943776912654004e-06,1.440084648624098e-06,1.5335898038487444e-06,1.8455297941224274e-06,2.5114698162406503e-06,1.635341119682275e-06,2.913491015992842e-06,1.3074917897276919e-06,1.413469053765762e-06,1.9312535409046914e-06,1.3919228359782596e-06,2.5030142266066494e-06,2.3427546367891806e-06,9.748873047296256e-07,1.9839047823107492e-06,3.1915350478450783e-07,9.956809777949299e-08,3.1553406452417135e-07,1.209972897421565e-07,4.6097566835078456e-07,5.342406583211745e-07,3.658720756007591e-07,6.805693608169808e-07,6.367411971739796e-07
b1266,1.0492032842136127e-07,2.804034707109339e-07,1.525154049708152e-07,6.714161551984539e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1267,4.307014659575221e-06,1.5310192914851463e-05,2.0280244233557056e-06,1.4766728273759352e-06,1.994175246810279e-06,2.1238075997227326e-06,2.0487359013282033e-06,2.4048539321971023e-06,2.007933695303535e-06,1.8561517707921358e-06,1.9666806739077434e-06,,1.6390804209736096e-06,1.575280241912998e-06,1.7625478986682372e-06,1.5067580228970802e-06,1.495810838534759e-06,1.3546954244832313e-06,1.4633916057752918e-06,,1.524352995353172e-06,1.2460487314672772e-06,1.1110549148807177e-06,1.117064200477898e-06,1.0032737957262676e-06,1.2848385604942129e-06,,3.3098503345869454e-06,3.7409929116405484e-06,2.102766654738657e-06,1.7647822516080595e-06,2.2179909216304498e-06,1.5823251312734272e-06,1.3597968720008042e-06,1.4310625060177897e-06,1.473228070419456e-06,1.2647712937643349e-06,1.727336912789649e-06,1.549664783019744e-06,1.5010227338177907e-06,1.466182726489839e-06,2.2205447155151865e-06,1.5581687796638967e-06,1.2507550524274896e-06,2.1198705373516317e-06,1.3163102906884058e-06,1.3447764863840103e-06,8.713636055315378e-07,7.584009038927536e-07,1.0866617149978035e-06,9.958594152461475e-07,1.276739429366623e-06,1.1736991010022977e-06,3.1887379219942383e-06,2.6351243095943545e-06,2.084227942701615e-06,1.820604809147444e-06,1.8521550486470555e-06
b1269,2.9503473256718343e-06,3.3414816835160093e-06,2.698234731592828e-06,1.48447272953544e-06,9.963957813246471e-07,1.1955438112964169e-06,1.0537925484077452e-06,,1.204103701398936e-06,1.2526171400209406e-06,1.29639407266834e-06,1.518020800258936e-06,1.3908764904854009e-06,1.4194915129704031e-06,1.6295161970691554e-06,1.7455953309515503e-06,1.4266215354081883e-06,1.5674519513976778e-06,1.5771647280756105e-06,1.9504813989590872e-06,1.6951991458521707e-06,2.22959194734697e-06,1.8221305075146658e-06,2.0183930749645263e-06,2.0988802681734045e-06,2.354359289777413e-06,1.633206251233e-06,1.402337698651995e-07,9.99153816689255e-08,2.42724708313557e-07,2.496130621679797e-07,1.2702792596241033e-07,1.3988782425665113e-07,2.443004988367055e-07,1.2137029931908004e-07,1.7916862326193177e-07,1.5191376152125587e-07,2.1543216605618863e-07,1.4937607350928917e-07,1.4888050404249807e-07,2.8697000774535115e-07,1.311910514998169e-07,1.9307124089985436e-07,2.0163180667249593e-07,1.6966039922305307e-07,1.859776391901326e-07,1.8427355343933587e-07,1.8829504977280163e-07,2.2429073476259988e-07,2.676385660285365e-07,3.398757612494497e-07,3.4459965360602313e-07,3.078944768925268e-07,6.273314766214639e-07,7.611809775289072e-07,8.098397998512745e-07,7.755723148445194e-07,7.587153288279805e-07
b1270,5.236020548260124e-07,9.116159427749909e-07,6.274334743166731e-07,3.540786318329764e-07,,,,,,,,,,,,,,,,,,,,,,,,1.1208637716967279e-07,1.0164510971166736e-07,1.9945005764423314e-07,2.7987725491581296e-07,3.8024132704288456e-07,2.7299347373701804e-07,2.6503626894908973e-07,3.772744428585135e-07,2.8790995155524717e-07,3.380758944934458e-07,2.5662874234133843e-07,7.493391545162937e-07,3.842378800400357e-07,2.2007705763144884e-07,1.9307124089985436e-07,2.3563528840323185e-07,2.9169283244721443e-07,1.4266311735458058e-07,3.870850863216929e-07,1.3625064626610475e-07,3.600853490577682e-07,5.929582356690445e-07,6.929751197867145e-07,1.1323640654277107e-06,6.388212986944702e-07,4.759796092661216e-07,,,,,
